head,relation,tail,label
dt_P08183,drug,drug_4748,1
dt_Q01650,drug,drug_6106,1
dt_P08183,drug,drug_60822,1
dt_O43868,drug,drug_135398739,1
dt_Q9UNQ0,drug,drug_439530,1
dt_Q12908,drug,drug_221493,1
dt_P08183,drug,drug_55191,1
dt_Q9UNQ0,drug,drug_124886,1
dt_Q9UIG8,drug,drug_3001028,1
dt_O94956,drug,drug_446157,1
dt_Q92887,drug,drug_2554,1
dt_Q4U2R8,drug,drug_4021,1
dt_O15244,drug,drug_681,1
dt_Q13621,drug,drug_5234,1
dt_P08183,drug,drug_446,1
dt_Q92887,drug,drug_60613,1
dt_Q86VD7,drug,drug_317,1
dt_O15438,drug,drug_193962,1
dt_P08183,drug,drug_1234,1
dt_P08183,drug,drug_2771,1
dt_Q16348,drug,drug_6249,1
dt_O95255,drug,drug_105111,1
dt_Q99808,drug,drug_667490,1
dt_O60312,drug,drug_5327011,1
dt_Q9NPD5,drug,drug_124886,1
dt_Q9BXI2,drug,drug_6322,1
dt_O15375,drug,drug_2471,1
dt_P08183,drug,drug_6434889,1
dt_Q92887,drug,drug_3385,1
dt_P46059,drug,drug_38103,1
dt_O00624,drug,drug_2148,1
dt_O15439,drug,drug_118879755,1
dt_Q9UHI5,drug,drug_6305,1
dt_P08183,drug,drug_59708,1
dt_O15438,drug,drug_105111,1
dt_Q9NPD5,drug,drug_5352062,1
dt_A6NK97,drug,drug_3001028,1
dt_Q96FL8,drug,drug_60699,1
dt_P08183,drug,drug_124886,1
dt_O15438,drug,drug_150311,1
dt_P46721,drug,drug_446157,1
dt_Q9H2Y9,drug,drug_5280360,1
dt_O60779,drug,drug_4091,1
dt_Q9Y6L6,drug,drug_213039,1
dt_Q9NPD5,drug,drug_11967809,1
dt_Q96FL8,drug,drug_6333901,1
dt_Q92887,drug,drug_104842,1
dt_Q92887,drug,drug_2909,1
dt_Q9Y6L6,drug,drug_104842,1
dt_P30531,drug,drug_119,1
dt_P08183,drug,drug_4946,1
dt_Q16348,drug,drug_5362065,1
dt_O15245,drug,drug_13597,1
dt_Q9P2U8,drug,drug_33032,1
dt_Q9UNQ0,drug,drug_5281081,1
dt_P33527,drug,drug_2520,1
dt_Q99624,drug,drug_135398658,1
dt_P46059,drug,drug_139030315,1
dt_O15245,drug,drug_5610,1
dt_Q9UNQ0,drug,drug_64987,1
dt_Q12908,drug,drug_6675,1
dt_P08183,drug,drug_33624,1
dt_P08183,drug,drug_9829523,1
dt_O94956,drug,drug_3062,1
dt_P08183,drug,drug_135445694,1
dt_Q05940,drug,drug_1206,1
dt_O15438,drug,drug_5281887,1
dt_P46059,drug,drug_5904,1
dt_P46059,drug,drug_5281037,1
dt_O94956,drug,drug_3310,1
dt_P46721,drug,drug_5281040,1
dt_O15245,drug,drug_4768,1
dt_P35670,drug,drug_84691,1
dt_Q9BZD2,drug,drug_20279,1
dt_P78363,drug,drug_5327011,1
dt_P08183,drug,drug_107715,1
dt_O15244,drug,drug_60825,1
dt_Q8TCC7,drug,drug_5280360,1
dt_Q7Z2H8,drug,drug_137,1
dt_O60669,drug,drug_3121,1
dt_Q9Y694,drug,drug_2244,1
dt_Q9Y2W3,drug,drug_108223,1
dt_Q5T3U5,drug,drug_148123,1
dt_Q96FL8,drug,drug_4913,1
dt_Q9NPD5,drug,drug_5282452,1
dt_Q92887,drug,drug_72276,1
dt_O76082,drug,drug_4992,1
dt_Q9H2B4,drug,drug_71081,1
dt_P46059,drug,drug_6398970,1
dt_P46721,drug,drug_149096,1
dt_P48664,drug,drug_33032,1
dt_P33527,drug,drug_5978,1
dt_Q9NPD5,drug,drug_5280352,1
dt_P46059,drug,drug_3420,1
dt_P46059,drug,drug_91270,1
dt_P08183,drug,drug_24826799,1
dt_P08183,drug,drug_4053,1
dt_O75387,drug,drug_6140,1
dt_P46059,drug,drug_5355,1
dt_Q9UNQ0,drug,drug_441300,1
dt_Q9Y289,drug,drug_9883933,1
dt_O15245,drug,drug_84691,1
dt_P08183,drug,drug_5281884,1
dt_Q9UNQ0,drug,drug_119182,1
dt_O95342,drug,drug_150311,1
dt_P08183,drug,drug_9578507,1
dt_P11166,drug,drug_108223,1
dt_P52569,drug,drug_6262,1
dt_P08183,drug,drug_9875401,1
dt_P08183,drug,drug_5405,1
dt_P08183,drug,drug_5991,1
dt_P08183,drug,drug_24873435,1
dt_Q9UNQ0,drug,drug_101068009,1
dt_O95528,drug,drug_108223,1
dt_P08183,drug,drug_149096,1
dt_O15245,drug,drug_596,1
dt_P08183,drug,drug_57347,1
dt_Q9UNQ0,drug,drug_6918412,1
dt_O15439,drug,drug_5280343,1
dt_Q9UNQ0,drug,drug_9574768,1
dt_P46721,drug,drug_2148,1
dt_O15245,drug,drug_2083,1
dt_P08183,drug,drug_1935,1
dt_Q92887,drug,drug_78759347,1
dt_P08183,drug,drug_2678,1
dt_Q16348,drug,drug_33613,1
dt_Q96J66,drug,drug_5881,1
dt_P08183,drug,drug_6305,1
dt_P46721,drug,drug_10140,1
dt_Q9UNQ0,drug,drug_148202,1
dt_O15438,drug,drug_14982,1
dt_Q99808,drug,drug_60961,1
dt_Q92887,drug,drug_185617,1
dt_Q96BD0,drug,drug_3001028,1
dt_Q86VL8,drug,drug_4913,1
dt_Q9H598,drug,drug_119,1
dt_P08183,drug,drug_5756,1
dt_P82251,drug,drug_9750,1
dt_Q9NPD5,drug,drug_3255,1
dt_O15439,drug,drug_2148,1
dt_P08183,drug,drug_5280343,1
dt_Q9UNQ0,drug,drug_2909,1
dt_O95342,drug,drug_54687,1
dt_Q4U2R8,drug,drug_442530,1
dt_P33527,drug,drug_2710,1
dt_Q8TCC7,drug,drug_2471,1
dt_P46721,drug,drug_3348,1
dt_P08183,drug,drug_5039,1
dt_Q9UNQ0,drug,drug_5281708,1
dt_Q9Y6L6,drug,drug_60726,1
dt_Q92887,drug,drug_23666345,1
dt_Q01959,drug,drug_681,1
dt_O94956,drug,drug_9821849,1
dt_Q6YBV0,drug,drug_145742,1
dt_P08183,drug,drug_3715,1
dt_Q9H1K4,drug,drug_33032,1
dt_Q9NY91,drug,drug_108223,1
dt_P08183,drug,drug_4212,1
dt_Q9BZC7,drug,drug_5997,1
dt_O15244,drug,drug_4946,1
dt_P08183,drug,drug_5396,1
dt_O15439,drug,drug_6076,1
dt_Q9UNQ0,drug,drug_443292,1
dt_P53985,drug,drug_1060,1
dt_P08183,drug,drug_2794,1
dt_Q9UNQ0,drug,drug_3663,1
dt_P08183,drug,drug_5755,1
dt_O15245,drug,drug_16230,1
dt_P33527,drug,drug_41867,1
dt_Q8TE54,drug,drug_71081,1
dt_P57057,drug,drug_1061,1
dt_Q9NSA0,drug,drug_33032,1
dt_P08183,drug,drug_4411,1
dt_P08183,drug,drug_2733525,1
dt_O15439,drug,drug_1548885,1
dt_P08183,drug,drug_65957,1
dt_O95255,drug,drug_84691,1
dt_P08183,drug,drug_60857,1
dt_P08183,drug,drug_11626560,1
dt_Q9NPD5,drug,drug_5904,1
dt_Q9UNQ0,drug,drug_3685,1
dt_O94956,drug,drug_5280360,1
dt_P08183,drug,drug_43815,1
dt_Q8IVM8,drug,drug_54687,1
dt_Q9UNQ0,drug,drug_3037,1
dt_Q92887,drug,drug_135398561,1
dt_P46059,drug,drug_4171,1
dt_O15245,drug,drug_5403,1
dt_P08183,drug,drug_56640146,1
dt_Q9BZD2,drug,drug_6245,1
dt_P08183,drug,drug_71144,1
dt_P08183,drug,drug_44462760,1
dt_P08183,drug,drug_208908,1
dt_Q9Y6L6,drug,drug_5280879,1
dt_O94911,drug,drug_442530,1
dt_P08183,drug,drug_13342,1
dt_Q96NT5,drug,drug_135398658,1
dt_Q9UNQ0,drug,drug_644241,1
dt_Q9NPD5,drug,drug_5311309,1
dt_Q969I6,drug,drug_5950,1
dt_Q9UNQ0,drug,drug_446155,1
dt_Q9NPD5,drug,drug_2100,1
dt_Q9UNQ0,drug,drug_135398508,1
dt_P46721,drug,drug_2708,1
dt_Q9NPD5,drug,drug_3222,1
dt_Q9HAS3,drug,drug_667490,1
dt_Q2M3G0,drug,drug_31703,1
dt_Q8TCC7,drug,drug_135401907,1
dt_O15245,drug,drug_4893,1
dt_Q9UNQ0,drug,drug_10184653,1
dt_P08183,drug,drug_11949646,1
dt_Q14542,drug,drug_119182,1
dt_P78382,drug,drug_448209,1
dt_P46059,drug,drug_3041,1
dt_Q9UNQ0,drug,drug_219023,1
dt_Q92887,drug,drug_92727,1
dt_Q4U2R8,drug,drug_60172,1
dt_P21439,drug,drug_5312125,1
dt_Q86YT5,drug,drug_160419,1
dt_Q15849,drug,drug_11719,1
dt_P46721,drug,drug_1978,1
dt_P08183,drug,drug_4369359,1
dt_P08183,drug,drug_45375806,1
dt_Q4U2R8,drug,drug_23665721,1
dt_Q16348,drug,drug_19003,1
dt_Q9UNQ0,drug,drug_92727,1
dt_Q2M3M2,drug,drug_108223,1
dt_Q9UNQ0,drug,drug_64142,1
dt_Q96FL8,drug,drug_2719,1
dt_P08183,drug,drug_5408,1
dt_Q53GD3,drug,drug_6042,1
dt_P45844,drug,drug_5997,1
dt_P08183,drug,drug_441207,1
dt_Q92887,drug,drug_3121,1
dt_P46059,drug,drug_65028,1
dt_O94956,drug,drug_135449332,1
dt_P08183,drug,drug_5097,1
dt_Q92887,drug,drug_5339,1
dt_Q9UNQ0,drug,drug_5287969,1
