head,relation,tail,label
dt_P08183,drug,drug_4513,1
dt_P16260,drug,drug_317,1
dt_P46059,drug,drug_135413534,1
dt_Q8TCC7,drug,drug_5039,1
dt_P08183,drug,drug_2520,1
dt_P08183,drug,drug_5396,1
dt_P08183,drug,drug_60854,1
dt_Q9UNQ0,drug,drug_16007391,1
dt_P08183,drug,drug_60857,1
dt_P41440,drug,drug_135398658,1
dt_Q9NPD5,drug,drug_6918204,1
dt_Q92887,drug,drug_446157,1
dt_O15440,drug,drug_23700083,1
dt_Q8TF71,drug,drug_6305,1
dt_P33527,drug,drug_4212,1
dt_Q9H015,drug,drug_2520,1
dt_Q9NPD5,drug,drug_36314,1
dt_P08183,drug,drug_3052762,1
dt_Q9Y2W3,drug,drug_108223,1
dt_O15438,drug,drug_10140,1
dt_Q9UNQ0,drug,drug_5282451,1
dt_Q9NPD5,drug,drug_135398735,1
dt_Q9NPD5,drug,drug_5280352,1
dt_P08183,drug,drug_9939627,1
dt_P08183,drug,drug_123865,1
dt_Q9NSA0,drug,drug_5280360,1
dt_P08183,drug,drug_72287,1
dt_P08183,drug,drug_216239,1
dt_P46059,drug,drug_2610,1
dt_Q9Y6L6,drug,drug_42611257,1
dt_Q92887,drug,drug_3001028,1
dt_Q9UNQ0,drug,drug_5330790,1
dt_Q9UNQ0,drug,drug_60824,1
dt_Q4U2R8,drug,drug_4021,1
dt_Q9Y6L6,drug,drug_5287969,1
dt_O15245,drug,drug_2756,1
dt_Q92887,drug,drug_57697,1
dt_Q9HAS3,drug,drug_2723601,1
dt_P08183,drug,drug_461399,1
dt_P08183,drug,drug_5625,1
dt_Q01959,drug,drug_681,1
dt_O00337,drug,drug_60750,1
dt_Q92887,drug,drug_5342,1
dt_Q7RTT9,drug,drug_4091,1
dt_Q9NPD5,drug,drug_4075,1
dt_Q86VL8,drug,drug_4913,1
dt_O15245,drug,drug_5546,1
dt_O94956,drug,drug_3062,1
dt_O15438,drug,drug_3310,1
dt_P08183,drug,drug_3241,1
dt_P46721,drug,drug_443289,1
dt_P08183,drug,drug_24978538,1
dt_Q9UNQ0,drug,drug_16741,1
dt_Q4U2R8,drug,drug_5280360,1
dt_Q9NPD5,drug,drug_5291,1
dt_Q9H015,drug,drug_10917,1
dt_Q9Y6L6,drug,drug_221493,1
dt_P08183,drug,drug_115237,1
dt_P53985,drug,drug_757,1
dt_O15245,drug,drug_2803,1
dt_Q92887,drug,drug_135398561,1
dt_O15439,drug,drug_24360,1
dt_P08183,drug,drug_446157,1
dt_P46059,drug,drug_5773,1
dt_Q969S0,drug,drug_19235,1
dt_O94956,drug,drug_11156438,1
dt_P46059,drug,drug_60846,1
dt_Q9UNQ0,drug,drug_123631,1
dt_Q92887,drug,drug_60837,1
dt_P08183,drug,drug_42107,1
dt_P08183,drug,drug_56008,1
dt_Q92887,drug,drug_41867,1
dt_P08183,drug,drug_6918493,1
dt_Q96S37,drug,drug_1492348,1
dt_P46721,drug,drug_60822,1
dt_Q92887,drug,drug_4488490,1
dt_Q92887,drug,drug_5379,1
dt_Q8TCC7,drug,drug_6398970,1
dt_Q9NWF4,drug,drug_493570,1
dt_O94911,drug,drug_23666345,1
dt_Q15758,drug,drug_5961,1
dt_Q9UNQ0,drug,drug_12594,1
dt_Q9UNQ0,drug,drug_36314,1
dt_O94956,drug,drug_12594,1
dt_Q6NUK1,drug,drug_1061,1
dt_O15244,drug,drug_681,1
dt_Q9Y694,drug,drug_3255,1
dt_Q9UNQ0,drug,drug_5281887,1
dt_Q96BD0,drug,drug_5280360,1
dt_P11169,drug,drug_108223,1
dt_O15245,drug,drug_60857,1
dt_P46721,drug,drug_5379,1
dt_Q92887,drug,drug_65217,1
dt_O15245,drug,drug_4916,1
dt_P21439,drug,drug_36314,1
dt_O15438,drug,drug_2610,1
dt_P08183,drug,drug_49803313,1
dt_Q96NT5,drug,drug_101068009,1
dt_Q9UNQ0,drug,drug_5329102,1
dt_Q99884,drug,drug_145742,1
dt_Q7Z2H8,drug,drug_137,1
dt_P08183,drug,drug_10350481,1
dt_Q9NPD5,drug,drug_59844,1
dt_P33527,drug,drug_104842,1
dt_P08183,drug,drug_108000,1
dt_O15245,drug,drug_12681891,1
dt_Q8TCC7,drug,drug_5560,1
dt_Q9Y6L6,drug,drug_446156,1
dt_Q9UNQ0,drug,drug_441597,1
dt_O15438,drug,drug_135398658,1
dt_P08183,drug,drug_84691,1
dt_Q9Y6R1,drug,drug_516892,1
dt_O15245,drug,drug_84691,1
dt_O15245,drug,drug_5487427,1
dt_Q9NPD5,drug,drug_3001028,1
dt_P33527,drug,drug_3685,1
dt_P46059,drug,drug_3749,1
dt_Q14916,drug,drug_2244,1
dt_O95477,drug,drug_64929,1
dt_O15245,drug,drug_6333901,1
dt_P08183,drug,drug_448537,1
dt_P08183,drug,drug_2160,1
dt_P08183,drug,drug_45110509,1
dt_Q92887,drug,drug_1983,1
dt_P08183,drug,drug_67505836,1
dt_Q96S37,drug,drug_1175,1
dt_Q9UIG8,drug,drug_5904,1
dt_Q9Y6L6,drug,drug_65981,1
dt_P08183,drug,drug_6456014,1
dt_P08183,drug,drug_14888,1
dt_P54219,drug,drug_774,1
dt_O15244,drug,drug_5413,1
dt_Q9NYB5,drug,drug_5280360,1
dt_P08183,drug,drug_9881504,1
dt_P08183,drug,drug_3324,1
dt_Q92959,drug,drug_5311221,1
dt_Q6KCM7,drug,drug_1061,1
dt_P08183,drug,drug_429598,1
dt_O94956,drug,drug_6675,1
dt_Q9NPD5,drug,drug_443289,1
dt_Q9UHI5,drug,drug_6305,1
dt_O15245,drug,drug_108107,1
dt_Q8TCC7,drug,drug_43708,1
dt_P33527,drug,drug_5280879,1
dt_P08183,drug,drug_2307,1
dt_P08183,drug,drug_10294813,1
dt_Q8TCC7,drug,drug_5881,1
dt_P08183,drug,drug_64718,1
dt_Q16348,drug,drug_2609,1
dt_Q9NP78,drug,drug_36314,1
dt_O15245,drug,drug_3114,1
dt_P08183,drug,drug_5265,1
dt_Q9UNQ0,drug,drug_5029,1
dt_Q8NBI5,drug,drug_667490,1
dt_O15438,drug,drug_3348,1
dt_Q9NPD5,drug,drug_3032,1
dt_Q9UHI5,drug,drug_6140,1
dt_Q9NPD5,drug,drug_12594,1
dt_P08183,drug,drug_60699,1
dt_Q9Y694,drug,drug_2153,1
dt_O15440,drug,drug_4112,1
dt_Q9Y6L6,drug,drug_5280352,1
dt_P08183,drug,drug_171548,1
dt_P08183,drug,drug_5578,1
dt_Q9UNQ0,drug,drug_64987,1
dt_P46721,drug,drug_1978,1
dt_Q8TCC7,drug,drug_2148,1
dt_O94956,drug,drug_9939627,1
dt_Q9NPD5,drug,drug_5920,1
dt_O00341,drug,drug_33032,1
dt_O94956,drug,drug_441290,1
dt_P31639,drug,drug_5793,1
dt_O15244,drug,drug_13597,1
dt_P08183,drug,drug_9823820,1
dt_P08183,drug,drug_92727,1
dt_P08183,drug,drug_5379,1
dt_P08183,drug,drug_11167602,1
dt_Q9Y6L6,drug,drug_213039,1
dt_Q8NFH8,drug,drug_5329102,1
dt_P08183,drug,drug_57347,1
dt_Q9NPD5,drug,drug_11431716,1
dt_O15244,drug,drug_46220502,1
dt_O95342,drug,drug_150311,1
dt_O95528,drug,drug_108223,1
dt_Q9UNQ0,drug,drug_60172,1
dt_Q9NPD5,drug,drug_5282452,1
dt_O60669,drug,drug_5280343,1
dt_P78382,drug,drug_448209,1
dt_P46059,drug,drug_3961,1
dt_P08183,drug,drug_150311,1
dt_P08183,drug,drug_2264,1
dt_P08183,drug,drug_65028,1
dt_Q8TCC7,drug,drug_33255,1
dt_Q8TCC7,drug,drug_3440,1
dt_Q86UW1,drug,drug_5280360,1
dt_P08183,drug,drug_5106,1
dt_Q9Y6L6,drug,drug_33255,1
dt_O15245,drug,drug_5358,1
dt_Q7Z2H8,drug,drug_750,1
dt_Q12908,drug,drug_222528,1
dt_Q92887,drug,drug_135400182,1
dt_Q8NA29,drug,drug_5311264,1
dt_O15438,drug,drug_11542188,1
dt_Q9UNQ0,drug,drug_493570,1
dt_Q9Y6L6,drug,drug_5329102,1
dt_Q9UNQ0,drug,drug_221493,1
dt_O95907,drug,drug_999,1
dt_P08183,drug,drug_3345,1
dt_P46059,drug,drug_5355,1
dt_P08183,drug,drug_24812758,1
dt_Q9UNQ0,drug,drug_2336,1
dt_Q16348,drug,drug_5311447,1
dt_Q92959,drug,drug_54313,1
dt_P08183,drug,drug_4416,1
dt_P08183,drug,drug_2119,1
dt_Q9NSD5,drug,drug_239,1
dt_P53985,drug,drug_10413,1
dt_P53794,drug,drug_892,1
dt_Q9UNQ0,drug,drug_5396,1
dt_Q8IWA5,drug,drug_305,1
dt_O15245,drug,drug_3746,1
dt_O15440,drug,drug_60750,1
dt_P08183,drug,drug_55185,1
dt_Q9UNQ0,drug,drug_2019,1
dt_Q9H936,drug,drug_33032,1
dt_O15245,drug,drug_5748,1
dt_P08183,drug,drug_179340,1
dt_Q9UNQ0,drug,drug_6675,1
dt_Q96FL8,drug,drug_6333901,1
dt_Q01650,drug,drug_3446,1
dt_Q92887,drug,drug_54687,1
dt_Q5T3U5,drug,drug_36314,1
dt_Q9NUT2,drug,drug_31703,1
dt_O43772,drug,drug_10917,1
dt_Q9UNQ0,drug,drug_3037,1
dt_Q9UNQ0,drug,drug_132127,1
dt_P33527,drug,drug_445154,1
dt_Q9UIG8,drug,drug_3001028,1
dt_Q92887,drug,drug_443289,1
dt_A6NK97,drug,drug_3001028,1
dt_P08183,drug,drug_65990,1
dt_Q9UHI5,drug,drug_5950,1
dt_O15245,drug,drug_4946,1
dt_Q9Y6L6,drug,drug_5281887,1
dt_Q8NA29,drug,drug_445580,1
dt_Q9Y2C5,drug,drug_2244,1
dt_Q9Y6L6,drug,drug_9912743,1
dt_P55011,drug,drug_4873,1
dt_O15245,drug,drug_4513,1
dt_P08183,drug,drug_213039,1
dt_Q92959,drug,drug_5280363,1
dt_Q9UNQ0,drug,drug_6604200,1
dt_O15375,drug,drug_2471,1
dt_Q01959,drug,drug_2431,1
dt_Q4U2R8,drug,drug_130881,1
dt_P08183,drug,drug_2678,1
dt_Q92887,drug,drug_4763,1
dt_O15439,drug,drug_60172,1
dt_P08183,drug,drug_36511,1
dt_P08183,drug,drug_2051,1
dt_Q9Y6L6,drug,drug_5311309,1
dt_O15439,drug,drug_1548885,1
dt_P08183,drug,drug_4594,1
dt_Q8TCC7,drug,drug_5280360,1
dt_P41440,drug,drug_101068009,1
dt_P46059,drug,drug_4195,1
dt_P08183,drug,drug_4163,1
dt_O15439,drug,drug_5280723,1
dt_P08183,drug,drug_59844,1
dt_P08183,drug,drug_5865,1
dt_P48065,drug,drug_750,1
dt_Q4U2R8,drug,drug_2609,1
dt_Q15758,drug,drug_23700083,1
dt_Q01650,drug,drug_6106,1
dt_O15245,drug,drug_2536,1
dt_Q9UNQ0,drug,drug_9915861,1
dt_P46721,drug,drug_5282451,1
dt_P08183,drug,drug_444795,1
dt_Q92887,drug,drug_72938,1
dt_Q9Y6L6,drug,drug_22624,1
dt_Q92887,drug,drug_185617,1
dt_Q92887,drug,drug_2610,1
dt_Q4U2R8,drug,drug_6256,1
dt_P46721,drug,drug_149096,1
dt_O15440,drug,drug_3383,1
dt_Q9UNQ0,drug,drug_5339,1
dt_P08183,drug,drug_3033767,1
dt_Q5T3U5,drug,drug_64987,1
dt_P53985,drug,drug_31703,1
dt_Q53GD3,drug,drug_6042,1
dt_Q8TCC7,drug,drug_2764,1
dt_P33527,drug,drug_72474,1
dt_Q8TE54,drug,drug_769,1
dt_P08183,drug,drug_5280880,1
dt_Q9Y6L6,drug,drug_446155,1
dt_Q8N8R3,drug,drug_9085,1
dt_P53985,drug,drug_1060,1
dt_P08183,drug,drug_4463,1
dt_O94956,drug,drug_60822,1
dt_P08183,drug,drug_135398658,1
dt_O15245,drug,drug_61063,1
dt_Q9UNQ0,drug,drug_5070,1
dt_O15245,drug,drug_6380,1
dt_Q9UNQ0,drug,drug_10288191,1
dt_P08183,drug,drug_11787114,1
dt_Q99808,drug,drug_6256,1
dt_P08183,drug,drug_5097,1
dt_Q9UNQ0,drug,drug_135398735,1
dt_Q8TCC7,drug,drug_1175,1
dt_P08183,drug,drug_54454,1
dt_Q8N695,drug,drug_104745,1
dt_P08183,drug,drug_5002,1
dt_P46721,drug,drug_5281040,1
dt_Q96FL8,drug,drug_5413,1
dt_Q8TCC7,drug,drug_135398741,1
dt_Q16348,drug,drug_38103,1
dt_Q12908,drug,drug_221493,1
dt_Q99808,drug,drug_119182,1
dt_Q8TCC7,drug,drug_23700083,1
dt_Q9Y345,drug,drug_750,1
dt_P46059,drug,drug_107807,1
dt_P08183,drug,drug_5649,1
dt_Q9UIG8,drug,drug_5280360,1
dt_Q9UNQ0,drug,drug_5282452,1
dt_Q76EJ3,drug,drug_8629,1
dt_P46059,drug,drug_137,1
dt_O94956,drug,drug_446155,1
dt_P46059,drug,drug_72172,1
dt_O15438,drug,drug_44470395,1
dt_P08183,drug,drug_4507,1
dt_A0PJK1,drug,drug_108223,1
dt_Q12908,drug,drug_6675,1
dt_P08183,drug,drug_5328940,1
dt_Q92887,drug,drug_4075,1
dt_Q92887,drug,drug_4212,1
dt_P21439,drug,drug_5312125,1
dt_Q8N370,drug,drug_6287,1
dt_Q9UNQ0,drug,drug_10292573,1
dt_O15432,drug,drug_84691,1
dt_Q9UNQ0,drug,drug_4583,1
dt_Q4U2R8,drug,drug_60613,1
dt_Q8TCC7,drug,drug_3325,1
dt_P46721,drug,drug_22624,1
dt_Q92887,drug,drug_11167602,1
dt_P46721,drug,drug_3869,1
dt_O15245,drug,drug_155774,1
dt_P52569,drug,drug_6262,1
dt_P31645,drug,drug_4640,1
dt_Q92959,drug,drug_5280360,1
dt_Q9NPD5,drug,drug_644241,1
dt_Q16348,drug,drug_27447,1
dt_Q9BQT8,drug,drug_71,1
dt_Q8TD20,drug,drug_108223,1
dt_P46721,drug,drug_221493,1
dt_Q86UW2,drug,drug_3062,1
dt_P08183,drug,drug_3793,1
dt_P08183,drug,drug_468595,1
dt_Q9UNQ0,drug,drug_130881,1
dt_P08183,drug,drug_2159,1
dt_P46059,drug,drug_135398741,1
dt_Q14973,drug,drug_5282451,1
dt_Q9NPD5,drug,drug_3255,1
dt_Q9Y6L6,drug,drug_6450551,1
dt_P46059,drug,drug_5904,1
dt_Q96NT5,drug,drug_135398658,1
dt_Q96FL8,drug,drug_3001028,1
dt_P08183,drug,drug_3955,1
dt_P08183,drug,drug_124087,1
dt_Q9UNQ0,drug,drug_54687,1
dt_Q96Q91,drug,drug_516892,1
dt_P08183,drug,drug_183797,1
dt_Q9Y6L6,drug,drug_23666345,1
dt_Q96S37,drug,drug_135398752,1
dt_P08183,drug,drug_2771,1
dt_P08183,drug,drug_5281071,1
dt_P48065,drug,drug_145742,1
dt_O15245,drug,drug_23665721,1
dt_Q8N130,drug,drug_22340838,1
dt_Q9UNQ0,drug,drug_10184653,1
dt_Q2M3M2,drug,drug_5984,1
dt_Q9NPD5,drug,drug_446155,1
dt_Q96JT2,drug,drug_5988,1
dt_Q16348,drug,drug_5362065,1
dt_P08183,drug,drug_3386,1
dt_Q9H2B4,drug,drug_769,1
dt_Q92887,drug,drug_5281078,1
dt_Q8TCC7,drug,drug_2754,1
dt_O15245,drug,drug_6918554,1
dt_Q86UK0,drug,drug_5997,1
dt_P08183,drug,drug_4499,1
dt_P33527,drug,drug_3397,1
dt_Q96QD8,drug,drug_5950,1
dt_Q92887,drug,drug_383414,1
dt_P46721,drug,drug_2764,1
dt_O15245,drug,drug_187,1
dt_Q9UNQ0,drug,drug_208908,1
dt_P08183,drug,drug_2794,1
dt_Q13336,drug,drug_11719,1
dt_Q8IY34,drug,drug_6274,1
dt_Q9NPD5,drug,drug_450096,1
dt_P08183,drug,drug_3310,1
dt_Q9Y6L6,drug,drug_6917707,1
dt_P08183,drug,drug_9849808,1
dt_Q86VL8,drug,drug_3001028,1
dt_Q92887,drug,drug_3310,1
dt_Q16348,drug,drug_5362124,1
dt_Q01650,drug,drug_4715169,1
dt_O76082,drug,drug_6263,1
dt_O15244,drug,drug_84691,1
dt_O75751,drug,drug_4091,1
dt_P08183,drug,drug_5870,1
dt_Q86VL8,drug,drug_60699,1
dt_Q9BXI2,drug,drug_6322,1
dt_P33527,drug,drug_30323,1
dt_O15439,drug,drug_78759347,1
dt_O15244,drug,drug_16230,1
dt_Q96FL8,drug,drug_3229,1
dt_P46059,drug,drug_5362065,1
dt_P08183,drug,drug_3883,1
dt_Q9UNQ0,drug,drug_4474,1
dt_Q16348,drug,drug_2610,1
dt_Q9UNQ0,drug,drug_11315474,1
dt_Q4U2R8,drug,drug_3383,1
dt_P08183,drug,drug_40839,1
dt_P08183,drug,drug_3085416,1
dt_P08183,drug,drug_5281078,1
dt_P08183,drug,drug_446,1
dt_Q96FL8,drug,drug_71329,1
dt_O75387,drug,drug_6287,1
dt_P08183,drug,drug_77993,1
dt_O15439,drug,drug_130881,1
dt_Q9UNQ0,drug,drug_2051,1
dt_O15439,drug,drug_221493,1
dt_Q9HAS3,drug,drug_135398508,1
dt_Q9BV35,drug,drug_1061,1
dt_Q9H015,drug,drug_596,1
dt_Q02978,drug,drug_51,1
dt_O15440,drug,drug_101068009,1
dt_Q9HAS3,drug,drug_667490,1
dt_P08183,drug,drug_2966,1
dt_Q8WWX8,drug,drug_892,1
dt_P33527,drug,drug_2148,1
dt_O15245,drug,drug_457,1
dt_O15439,drug,drug_104842,1
dt_O15438,drug,drug_3199,1
dt_P08183,drug,drug_60822,1
dt_P08183,drug,drug_44472635,1
dt_P46059,drug,drug_5281037,1
dt_P08183,drug,drug_44187,1
dt_Q9UNQ0,drug,drug_11167602,1
dt_Q12908,drug,drug_23666345,1
dt_P46721,drug,drug_3001028,1
dt_Q9Y694,drug,drug_135401907,1
dt_Q6ZQN7,drug,drug_22624,1
dt_Q9UNQ0,drug,drug_2909,1
dt_Q9UNQ0,drug,drug_11625818,1
dt_Q4U2R8,drug,drug_743,1
dt_Q9Y694,drug,drug_4112,1
dt_P08183,drug,drug_443946,1
dt_Q8TCU3,drug,drug_33032,1
dt_Q9UNQ0,drug,drug_3032,1
dt_P45844,drug,drug_5997,1
dt_P46721,drug,drug_60934,1
dt_O15245,drug,drug_5610,1
dt_P33527,drug,drug_104978,1
dt_P08183,drug,drug_10348973,1
dt_Q969I6,drug,drug_5950,1
dt_P33527,drug,drug_5281887,1
dt_P08183,drug,drug_9829523,1
dt_O75751,drug,drug_5234,1
dt_Q9NY64,drug,drug_108223,1
dt_Q9NPD5,drug,drug_60822,1
dt_Q9UMX9,drug,drug_5988,1
dt_P46059,drug,drug_6321416,1
dt_P08183,drug,drug_72519,1
dt_P08183,drug,drug_3878,1
dt_Q9NPD5,drug,drug_5311309,1
dt_Q4U2R8,drug,drug_65028,1
dt_P43003,drug,drug_33032,1
dt_O94956,drug,drug_446156,1
dt_Q1EHB4,drug,drug_243,1
dt_P08183,drug,drug_5754,1
dt_P08183,drug,drug_4066,1
dt_Q92887,drug,drug_216239,1
dt_O76082,drug,drug_5487427,1
dt_O15439,drug,drug_23700083,1
dt_Q8TCC7,drug,drug_6305,1
dt_Q99624,drug,drug_135398658,1
dt_Q9UNQ0,drug,drug_6473883,1
dt_P08183,drug,drug_44462760,1
dt_O76082,drug,drug_1,1
dt_P35670,drug,drug_84691,1
dt_Q86VL8,drug,drug_13597,1
dt_P08183,drug,drug_4053,1
dt_Q92887,drug,drug_2909,1
dt_O15439,drug,drug_97226,1
dt_Q4U2R8,drug,drug_60172,1
dt_O94956,drug,drug_446157,1
dt_Q9NSA0,drug,drug_54687,1
dt_O94956,drug,drug_9821849,1
dt_Q86UW1,drug,drug_3062,1
dt_Q9UNQ0,drug,drug_446156,1
dt_P46059,drug,drug_3041,1
dt_Q00325,drug,drug_1061,1
dt_Q9NPD5,drug,drug_11967809,1
dt_Q92887,drug,drug_10140,1
dt_Q92887,drug,drug_3383,1
dt_Q9UNQ0,drug,drug_45375806,1
dt_P08183,drug,drug_64139,1
dt_P08183,drug,drug_4411,1
dt_Q99808,drug,drug_5064,1
dt_O95342,drug,drug_54687,1
dt_Q9UPY5,drug,drug_33032,1
dt_O15245,drug,drug_2468,1
dt_Q9UNQ0,drug,drug_5280343,1
dt_P08183,drug,drug_11626560,1
dt_P14672,drug,drug_108223,1
dt_O95255,drug,drug_105111,1
dt_P11168,drug,drug_108223,1
dt_O00476,drug,drug_1061,1
dt_P08183,drug,drug_16076883,1
dt_O15427,drug,drug_612,1
dt_Q9UNQ0,drug,drug_72281,1
dt_Q9UNQ0,drug,drug_119182,1
dt_P08183,drug,drug_107715,1
dt_P33527,drug,drug_2610,1
dt_O15439,drug,drug_60699,1
dt_Q9Y6L6,drug,drug_12594,1
dt_P08183,drug,drug_2663,1
dt_Q8TCC7,drug,drug_64987,1
dt_O15244,drug,drug_170361,1
dt_Q05940,drug,drug_681,1
dt_O15438,drug,drug_5281887,1
dt_P08183,drug,drug_89921642,1
dt_Q99808,drug,drug_3385,1
dt_P08183,drug,drug_448799,1
dt_Q9NPD5,drug,drug_3657,1
dt_Q7RTY1,drug,drug_1175,1
dt_P33527,drug,drug_124886,1
dt_Q9BZV2,drug,drug_6042,1
dt_Q9P2U7,drug,drug_33032,1
dt_Q9UNQ0,drug,drug_4993,1
dt_Q9Y6L6,drug,drug_6918204,1
dt_Q9HC21,drug,drug_9068,1
dt_Q15758,drug,drug_71077,1
dt_Q9UNQ0,drug,drug_40854,1
dt_O00624,drug,drug_2148,1
dt_Q16348,drug,drug_6249,1
dt_P08183,drug,drug_387447,1
dt_P08183,drug,drug_11243969,1
dt_Q9UNQ0,drug,drug_2092,1
dt_P08183,drug,drug_55191,1
dt_O15431,drug,drug_24462,1
dt_P50443,drug,drug_1117,1
dt_P33527,drug,drug_3278,1
dt_Q9HAS3,drug,drug_119182,1
dt_Q9NPD5,drug,drug_5329102,1
dt_O00476,drug,drug_2148,1
dt_Q8TDB8,drug,drug_440667,1
dt_Q6PCB7,drug,drug_445639,1
dt_P46059,drug,drug_2609,1
dt_Q9H2Y9,drug,drug_5280360,1
dt_P08183,drug,drug_3010818,1
dt_Q92887,drug,drug_6072,1
dt_Q9Y6L6,drug,drug_443874,1
dt_Q92887,drug,drug_23666345,1
dt_Q16348,drug,drug_5282242,1
dt_Q13183,drug,drug_1117,1
dt_O15245,drug,drug_596,1
dt_Q9Y5Y0,drug,drug_24577,1
dt_P08183,drug,drug_135445694,1
dt_P08183,drug,drug_10275777,1
dt_P08183,drug,drug_5753,1
dt_Q7Z2H8,drug,drug_145742,1
dt_Q9Y6L6,drug,drug_10133,1
dt_Q9UNQ0,drug,drug_3001028,1
dt_O15245,drug,drug_2353,1
dt_Q9UNQ0,drug,drug_54675776,1
dt_O75751,drug,drug_3007,1
dt_P46721,drug,drug_4112,1
dt_Q9NPD5,drug,drug_54687,1
dt_Q92887,drug,drug_4112,1
dt_P54219,drug,drug_297812,1
dt_Q9UNQ0,drug,drug_237,1
dt_P08183,drug,drug_6167,1
dt_Q9UNQ0,drug,drug_5757,1
dt_Q92887,drug,drug_6249,1
dt_Q9UNQ0,drug,drug_135398658,1
dt_P08183,drug,drug_449459,1
dt_Q9Y694,drug,drug_2244,1
dt_P08183,drug,drug_10184653,1
dt_O15244,drug,drug_4885,1
dt_P13866,drug,drug_17106,1
dt_P08183,drug,drug_54726191,1
dt_P08183,drug,drug_446155,1
dt_P08183,drug,drug_54746,1
dt_P08183,drug,drug_3517,1
dt_O95342,drug,drug_23666345,1
dt_P46059,drug,drug_5339,1
dt_Q4U2R8,drug,drug_2148,1
dt_Q8WUX1,drug,drug_5950,1
dt_O15245,drug,drug_11178236,1
dt_P08183,drug,drug_10292573,1
dt_P46059,drug,drug_27447,1
dt_P08183,drug,drug_54680692,1
dt_Q9Y2C5,drug,drug_338,1
dt_Q92887,drug,drug_9833444,1
dt_P46721,drug,drug_72474,1
dt_P08183,drug,drug_5291,1
dt_O15439,drug,drug_445154,1
dt_Q9Y6L6,drug,drug_11285588,1
dt_Q15758,drug,drug_6288,1
dt_P46721,drug,drug_2708,1
dt_Q9Y6L6,drug,drug_148202,1
dt_O75751,drug,drug_774,1
dt_Q92887,drug,drug_5280352,1
dt_P08183,drug,drug_4474,1
